"Price","Lot.Size","Waterfront","Age","Land.Value","New.Construct","Central.Air","Fuel.Type","Heat.Type","Sewer.Type","Living.Area","Pct.College","Bedrooms","Fireplaces","Bathrooms","Rooms","Fireplace","Beds"
217500,0.34,"No",26,92300,"No","Yes","Gas","Hot Air","Public",1596,57,3,"None",1.5,6,"No","3"
200000,0.17,"No",44,99000,"No","No","Gas","Hot Water","Public",979,57,3,"None",2,8,"No","3"
199995,0.16,"No",18,53800,"No","Yes","Gas","Hot Air","Public",1393,57,2,"None",1.5,6,"No","2 or fewer"
179000,0.46,"No",44,70200,"No","No","Gas","Hot Air","Public",864,57,2,"None",1,7,"No","2 or fewer"
329000,1,"No",1,106800,"No","Yes","Gas","Hot Air","Private",2744,57,4,"None",2.5,10,"No","4 or more"
374900,0.06,"No",15,46600,"No","Yes","Gas","Hot Air","Public",2300,57,3,"1",3,10,"Yes","3"
165000,0.29,"No",34,52400,"No","No","Gas","Hot Air","Public",1612,57,3,"1",1,5,"Yes","3"
647000,1.08,"No",14,193300,"No","Yes","Gas","Hot Air","Private",2640,57,4,"1",2.5,12,"Yes","4 or more"
315000,0.63,"No",19,65500,"No","No","Oil","Hot Air","Public",775,57,1,"None",1,6,"No","2 or fewer"
208000,0.34,"No",26,49400,"No","Yes","Gas","Hot Air","Public",2470,57,4,"1",2.5,10,"Yes","4 or more"
405000,0.58,"No",6,80000,"No","No","Gas","Hot Air","Private",3124,57,4,"1",3,9,"Yes","4 or more"
535000,1,"No",14,192500,"No","Yes","Gas","Hot Air","Private",3254,57,4,"1",2.5,12,"Yes","4 or more"
184020,0.4,"No",34,59000,"No","No","Gas","Hot Air","Public",1544,57,3,"None",2.5,7,"No","3"
95000,0.17,"No",139,1900,"No","No","Gas","Hot Water","Public",1410,38,6,"None",1.5,9,"No","4 or more"
87550,0.46,"No",44,2100,"No","No","Gas","Hot Air","Private",906,38,2,"None",1,3,"No","2 or fewer"
131000,0.23,"No",66,3600,"No","No","Gas","Hot Air","Public",1512,38,3,"1",1,8,"Yes","3"
127000,0.2,"No",77,3400,"No","No","Gas","Hot Air","Public",1232,38,3,"1",1,8,"Yes","3"
104695,0.21,"No",54,3500,"No","No","Gas","Hot Air","Public",921,38,2,"None",1,7,"No","2 or fewer"
120000,0.18,"No",70,3100,"No","No","Gas","Hot Air","Public",1287,38,3,"None",1,4,"No","3"
278500,0.16,"No",17,5200,"No","No","Electric","Electric","Private",2600,38,4,"None",3,12,"No","4 or more"
75500,0.13,"No",124,1500,"No","No","Gas","Hot Air","Public",1302,38,3,"None",2,8,"No","3"
121900,0.47,"No",20,4700,"No","No","Gas","Hot Water","Private",1144,38,3,"None",1,6,"No","3"
208000,0.45,"No",39,5500,"No","No","Gas","Hot Water","Private",1703,38,3,"None",2,6,"No","3"
151000,0.59,"No",15,4500,"No","No","Electric","Electric","Private",1553,38,3,"1",2,4,"Yes","3"
138000,0.38,"No",15,1700,"No","No","Electric","Electric","Private",1040,38,2,"None",1,3,"No","2 or fewer"
229000,0.55,"No",11,7500,"No","No","Gas","Hot Water","Private",2124,38,4,"None",3,10,"No","4 or more"
130000,0.52,"No",13,4500,"No","No","Gas","Hot Air","Private",1344,38,3,"None",2,5,"No","3"
89900,0.46,"No",66,3900,"No","No","Gas","Hot Air","Private",884,38,2,"None",1,3,"No","2 or fewer"
145000,0.76,"No",11,3800,"No","No","Oil","Hot Air","Private",1812,38,3,"None",1.5,7,"No","3"
86000,0.46,"No",43,5500,"No","No","Gas","Hot Air","Private",880,38,3,"None",1,4,"No","3"
95000,0.17,"No",134,2300,"No","No","Gas","Hot Air","Public",1256,38,3,"None",2,5,"No","3"
195000,0.34,"No",15,5000,"No","Yes","Gas","Hot Air","Private",1826,38,3,"1",2.5,6,"Yes","3"
107325,0.1,"No",126,1100,"No","No","Gas","Hot Air","Public",1134,38,3,"None",1.5,7,"No","3"
131000,0.54,"No",41,5300,"No","No","Gas","Hot Air","Private",1916,38,4,"1",2.5,8,"Yes","4 or more"
166900,0.75,"No",3,1700,"No","No","Gas","Hot Air","Private",1272,38,3,"None",1.5,7,"No","3"
127000,0.43,"No",39,4900,"No","Yes","Gas","Hot Air","Private",960,38,3,"None",1,6,"No","3"
119000,0.15,"No",65,2500,"No","No","Gas","Hot Air","Public",1152,38,2,"None",1.5,4,"No","2 or fewer"
92509,0.52,"No",13,4500,"No","No","Gas","Hot Air","Private",840,38,2,"None",1,4,"No","2 or fewer"
174000,0.46,"No",34,5500,"No","No","Gas","Hot Air","Private",2106,38,5,"None",2,11,"No","4 or more"
180000,0.52,"No",10,2500,"No","No","Gas","Hot Air","Private",1632,38,3,"None",2,8,"No","3"
155000,0.41,"No",9,300,"No","No","Gas","Hot Air","Private",1092,38,3,"None",2,8,"No","3"
146500,0.44,"No",25,13200,"No","Yes","Gas","Hot Air","Private",1634,57,3,"1",1.5,8,"Yes","3"
162500,0.46,"No",26,13800,"No","Yes","Gas","Hot Air","Private",1890,57,3,"1",2.5,7,"Yes","3"
210000,0.48,"No",32,18400,"No","No","Gas","Hot Air","Private",2224,57,5,"2 or more",2.5,11,"Yes","4 or more"
165000,0.65,"No",22,16500,"No","No","Electric","Electric","Private",1475,57,3,"1",2,6,"Yes","3"
123000,0.08,"No",16,2100,"No","No","Gas","Hot Air","Public",1480,54,3,"1",1.5,5,"Yes","3"
150000,0.58,"No",36,13300,"No","No","Gas","Hot Air","Private",1368,54,3,"1",1,4,"Yes","3"
128900,0.14,"No",7,7200,"No","No","Gas","Hot Air","Public",1200,36,3,"None",1,8,"No","3"
88100,0.14,"No",0,7400,"No","Yes","Gas","Hot Air","Public",840,36,2,"None",1,7,"No","2 or fewer"
175000,0.68,"No",54,25900,"No","No","Oil","Hot Air","Public",1176,47,3,"None",2,8,"No","3"
120975,0.13,"No",0,7400,"Yes","No","Gas","Hot Air","Public",1380,36,3,"None",2,4,"No","3"
147543,0.29,"No",0,11300,"Yes","No","Gas","Hot Air","Private",1786,36,3,"None",2.5,7,"No","3"
118000,0.22,"No",17,3400,"No","No","Gas","Hot Air","Public",1480,54,3,"None",1.5,4,"No","3"
199000,0.5,"No",13,15300,"No","No","Gas","Hot Water","Public",1574,54,3,"1",1.5,7,"Yes","3"
79900,0.18,"No",154,7500,"No","No","Oil","Hot Air","Private",950,54,2,"None",1.5,5,"No","2 or fewer"
279000,0.55,"No",14,25300,"No","Yes","Gas","Hot Air","Public",3178,57,4,"1",3.5,12,"Yes","4 or more"
90000,0.28,"No",16,10600,"No","No","Gas","Hot Air","Private",1342,57,3,"None",1.5,7,"No","3"
91900,0.35,"No",20,12000,"No","Yes","Electric","Electric","Private",1336,57,2,"1",1.5,5,"Yes","2 or fewer"
153000,0.25,"No",10,8400,"No","No","Gas","Hot Air","Public",1542,54,3,"None",2.5,6,"No","3"
170000,2.68,"No",11,21400,"No","No","Oil","Hot Water","Private",2272,54,4,"1",3.5,8,"Yes","4 or more"
145200,0.2,"No",15,3400,"No","No","Gas","Hot Air","Public",1480,54,2,"1",2.5,4,"Yes","2 or fewer"
296000,0.02,"No",8,14000,"No","No","Gas","Hot Air","Public",2506,57,4,"2 or more",2.5,10,"Yes","4 or more"
150000,0.37,"No",1,15800,"No","No","Oil","Hot Air","Private",1852,30,4,"None",2,6,"No","4 or more"
86000,0.45,"No",19,14000,"No","No","Gas","Hot Air","Private",1055,57,2,"1",1,7,"Yes","2 or fewer"
118000,0.36,"No",21,40000,"No","No","Gas","Hot Air","Private",1392,57,3,"None",1.5,7,"No","3"
155000,0.75,"No",53,6500,"No","No","Oil","Hot Air","Private",1608,57,3,"1",2,5,"Yes","3"
222500,0.69,"No",15,16900,"No","No","Gas","Hot Air","Public",1564,57,3,"1",2,6,"Yes","3"
250000,0.46,"No",17,18400,"No","Yes","Gas","Hot Air","Private",2068,57,4,"1",2.5,10,"Yes","4 or more"
365000,0.69,"No",13,21900,"No","Yes","Oil","Hot Air","Private",2516,57,4,"None",2.5,11,"No","4 or more"
120000,0.89,"No",14,19300,"No","No","Electric","Electric","Private",1684,38,4,"None",1.5,5,"No","4 or more"
193000,0.47,"No",18,14100,"No","No","Gas","Hot Water","Private",1481,57,3,"None",1.5,5,"No","3"
85568,0.15,"No",67,2600,"No","No","Oil","Hot Water","Public",999,20,3,"None",1,6,"No","3"
82000,0.46,"No",17,4420,"No","No","Oil","Hot Water","Public",896,20,2,"None",1,3,"No","2 or fewer"
225000,0.77,"No",50,3000,"No","No","Oil","Hot Water","Private",792,20,2,"1",1,7,"Yes","2 or fewer"
240000,0.85,"No",34,50400,"No","No","Oil","Hot Water","Private",2747,27,4,"2 or more",3.5,12,"Yes","4 or more"
234900,0.01,"No",1,43300,"Yes","Yes","Gas","Hot Air","Public",2277,63,4,"None",2.5,8,"No","4 or more"
112000,0.02,"No",19,14900,"No","Yes","Gas","Hot Air","Public",1281,63,2,"1",2.5,6,"Yes","2 or fewer"
261000,0.57,"No",14,43200,"No","Yes","Gas","Hot Air","Public",2462,63,4,"1",2.5,10,"Yes","4 or more"
400000,0.6,"No",9,57000,"No","Yes","Gas","Hot Air","Public",2897,63,4,"2 or more",2.5,12,"Yes","4 or more"
310000,0.41,"No",4,37600,"No","Yes","Electric","Hot Air","Public",2672,63,4,"1",3.5,8,"Yes","4 or more"
182000,0.29,"No",21,26300,"No","No","Gas","Hot Air","Public",1932,63,3,"None",1.5,8,"No","3"
187500,0.47,"No",11,25500,"No","No","Gas","Hot Air","Public",1320,63,3,"None",2.5,7,"No","3"
405000,0.61,"No",6,23900,"No","Yes","Gas","Hot Air","Public",3296,63,4,"1",2.5,12,"Yes","4 or more"
420000,1.14,"No",6,82100,"No","Yes","Gas","Hot Air","Public",3279,63,4,"1",3,11,"Yes","4 or more"
359000,0.48,"No",4,37100,"No","Yes","Gas","Hot Air","Public",3204,63,4,"1",2.5,9,"Yes","4 or more"
120000,0.01,"No",16,9900,"No","Yes","Electric","Electric","Public",1217,63,2,"None",2.5,6,"No","2 or fewer"
171500,0.31,"No",37,21500,"No","No","Gas","Hot Water","Public",1782,63,3,"1",1.5,6,"Yes","3"
159900,0.21,"No",16,28800,"No","Yes","Gas","Hot Air","Public",1180,63,2,"1",1.5,6,"Yes","2 or fewer"
186500,0.21,"No",16,28000,"No","Yes","Electric","Hot Air","Public",1452,63,3,"1",2,8,"Yes","3"
260000,0.46,"No",13,36600,"No","Yes","Gas","Hot Air","Public",2140,63,4,"1",2.5,8,"Yes","4 or more"
115000,0.01,"No",16,9900,"No","Yes","Electric","Electric","Public",1219,63,2,"None",1.5,6,"No","2 or fewer"
191000,0.44,"No",39,24100,"No","No","Gas","Hot Water","Public",1518,63,4,"1",1.5,5,"Yes","4 or more"
355465,0.35,"No",0,233000,"Yes","Yes","Gas","Hot Air","Public",3328,63,4,"1",2.5,12,"Yes","4 or more"
339900,0.57,"No",10,54600,"No","Yes","Gas","Hot Air","Public",2344,63,3,"None",2.5,10,"No","3"
90000,0.49,"No",74,10600,"No","No","Gas","Hot Air","Private",960,23,2,"None",1,7,"No","2 or fewer"
245000,0.04,"No",6,28800,"No","No","Gas","Hot Air","Public",1544,63,3,"None",2.5,8,"No","3"
320900,0.46,"No",7,36400,"No","Yes","Gas","Hot Air","Public",2873,63,4,"1",2.5,8,"Yes","4 or more"
159000,0.22,"No",18,29600,"No","Yes","Gas","Hot Air","Public",1180,63,2,"1",1.5,6,"Yes","2 or fewer"
174900,0.62,"No",38,15100,"No","No","Gas","Hot Air","Private",1368,63,3,"None",1.5,6,"No","3"
293500,0.49,"No",10,38400,"No","Yes","Gas","Hot Air","Public",1904,63,4,"1",2.5,8,"Yes","4 or more"
210000,0.51,"No",11,26900,"No","No","Gas","Hot Air","Public",1320,63,3,"None",2,8,"No","3"
182500,1,"No",34,25200,"No","No","Gas","Hot Air","Private",1594,63,3,"1",1.5,5,"Yes","3"
219900,0.46,"No",8,38100,"No","Yes","Gas","Hot Air","Public",1847,63,3,"1",2.5,7,"Yes","3"
370000,0.46,"No",1,36600,"Yes","Yes","Gas","Hot Air","Public",3125,63,4,"1",2.5,12,"Yes","4 or more"
286000,0.47,"No",7,20000,"No","No","Gas","Hot Air","Public",2004,63,4,"1",2.5,10,"Yes","4 or more"
169900,0.49,"No",36,27800,"No","Yes","Gas","Hot Air","Public",1623,63,3,"1",1.5,8,"Yes","3"
161000,0.23,"No",40,22000,"No","No","Oil","Hot Water","Public",1120,41,3,"None",1,7,"No","3"
287000,0.36,"No",2,53900,"No","Yes","Gas","Hot Air","Public",2363,63,5,"1",2.5,11,"Yes","4 or more"
315000,0.94,"No",9,48200,"No","No","Gas","Hot Air","Public",2572,63,4,"1",2.5,11,"Yes","4 or more"
177000,0.34,"No",25,9200,"No","No","Electric","Electric","Private",1548,63,3,"None",1.5,5,"No","3"
332000,1,"No",11,26700,"No","Yes","Gas","Hot Air","Public",2734,63,3,"None",2.5,11,"No","3"
249000,0.53,"No",8,38800,"No","Yes","Gas","Hot Air","Public",1462,63,3,"1",2,5,"Yes","3"
179000,0.09,"No",15,25500,"No","No","Gas","Hot Air","Public",1558,63,2,"None",2.5,7,"No","2 or fewer"
150000,0.52,"No",34,14000,"No","No","Oil","Hot Water","Private",1664,63,3,"None",1.5,8,"No","3"
225000,0.37,"No",16,24500,"No","No","Gas","Hot Air","Public",1877,63,4,"1",3,10,"Yes","4 or more"
182000,0.33,"No",37,21400,"No","No","Gas","Hot Air","Public",1838,63,3,"1",1,7,"Yes","3"
329900,0.5,"No",9,37800,"No","Yes","Gas","Hot Air","Public",2368,63,4,"1",2.5,11,"Yes","4 or more"
165000,0.33,"No",32,22500,"No","No","Gas","Hot Water","Public",2104,63,5,"1",1.5,11,"Yes","4 or more"
180000,0.31,"No",16,36800,"No","No","Gas","Hot Air","Public",1180,63,2,"None",1.5,7,"No","2 or fewer"
321000,0.53,"No",11,38800,"No","Yes","Gas","Hot Air","Public",2399,63,4,"1",2.5,11,"Yes","4 or more"
180000,0.11,"No",15,15400,"No","No","Gas","Hot Air","Public",1232,63,2,"1",1.5,4,"Yes","2 or fewer"
178000,0.14,"No",17,19600,"No","Yes","Gas","Hot Air","Public",1180,63,2,"None",1.5,6,"No","2 or fewer"
279900,0.55,"No",2,39500,"No","No","Gas","Hot Air","Public",2022,63,4,"1",2.5,9,"Yes","4 or more"
179000,0.14,"No",19,21000,"No","Yes","Gas","Hot Air","Public",1364,63,2,"1",1.5,5,"Yes","2 or fewer"
183000,0.15,"No",17,21000,"No","Yes","Gas","Hot Air","Public",1343,63,2,"1",2.5,6,"Yes","2 or fewer"
500000,1,"No",70,35900,"No","No","Oil","Hot Air","Private",1492,63,3,"None",1,7,"No","3"
170000,0.37,"No",37,24500,"No","No","Gas","Hot Water","Public",999,63,3,"1",1,6,"Yes","3"
179000,0.34,"No",24,27000,"No","No","Gas","Hot Air","Public",2102,54,3,"1",2.5,9,"Yes","3"
184900,0.32,"No",18,27000,"No","No","Gas","Hot Air","Public",1656,54,3,"1",1.5,4,"Yes","3"
177500,0.33,"No",18,27000,"No","No","Electric","Hot Air","Public",1561,54,3,"None",1.5,7,"No","3"
112500,0.15,"No",19,15700,"No","No","Electric","Electric","Public",988,54,2,"None",2,7,"No","2 or fewer"
180000,0.32,"No",17,27000,"No","No","Gas","Hot Water","Public",1765,54,5,"1",2,9,"Yes","4 or more"
10300,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,54,2,"1",1.5,4,"Yes","2 or fewer"
137900,0.16,"No",17,15100,"No","No","Electric","Electric","Public",1592,54,3,"None",1.5,7,"No","3"
144000,0.06,"No",54,3600,"No","No","Electric","Electric","Public",1344,54,5,"None",1,8,"No","4 or more"
131600,0.16,"No",17,15100,"No","No","Electric","Electric","Public",1385,54,2,"1",1.5,7,"Yes","2 or fewer"
123500,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,54,2,"None",1.5,5,"No","2 or fewer"
123000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1679,54,2,"None",1.5,7,"No","2 or fewer"
109000,0.15,"No",20,15700,"No","No","Electric","Electric","Public",908,54,2,"None",1,7,"No","2 or fewer"
173000,0.31,"No",16,27000,"No","Yes","Gas","Hot Air","Public",1527,54,2,"1",2,5,"Yes","2 or fewer"
105000,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,54,2,"None",1.5,3,"No","2 or fewer"
122500,0.15,"No",18,15100,"No","No","Electric","Electric","Public",1184,54,2,"None",1.5,3,"No","2 or fewer"
191000,0.46,"No",26,24500,"No","No","Electric","Electric","Public",1719,63,3,"1",1.5,7,"Yes","3"
149000,0.16,"No",19,15100,"No","No","Electric","Electric","Private",1080,54,2,"1",1,6,"Yes","2 or fewer"
205000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2118,54,4,"1",2,9,"Yes","4 or more"
225000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2527,54,3,"None",1.5,10,"No","3"
210000,0.49,"No",15,25000,"No","No","Gas","Hot Air","Private",1592,54,3,"1",1.5,8,"Yes","3"
188900,0.32,"No",18,27000,"No","No","Electric","Electric","Public",1294,54,3,"None",1,4,"No","3"
192000,0.94,"No",33,25200,"No","No","Gas","Hot Water","Private",1974,63,4,"1",2.5,8,"Yes","4 or more"
137500,0.16,"No",17,15700,"No","No","Electric","Electric","Public",988,54,2,"1",2,7,"Yes","2 or fewer"
200000,0.36,"No",20,27000,"No","No","Gas","Hot Air","Public",1508,54,3,"1",2,8,"Yes","3"
126000,0.16,"No",17,15600,"No","No","Electric","Electric","Public",908,54,2,"None",1,4,"No","2 or fewer"
214500,0.35,"No",20,27000,"No","No","Electric","Electric","Public",1910,54,4,"1",2,7,"Yes","4 or more"
152000,0.15,"No",18,15700,"No","No","Electric","Electric","Public",912,54,2,"None",1.5,5,"No","2 or fewer"
115000,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,54,2,"None",1.5,5,"No","2 or fewer"
88000,0.16,"No",19,15700,"No","No","Electric","Electric","Public",988,54,2,"None",2,4,"No","2 or fewer"
170000,0.35,"No",20,27000,"No","No","Electric","Electric","Public",1748,54,2,"None",2,4,"No","2 or fewer"
137000,0.16,"No",18,15700,"No","No","Electric","Electric","Public",912,54,2,"1",1.5,3,"Yes","2 or fewer"
145000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,54,3,"None",1.5,8,"No","3"
202000,0.43,"No",15,25000,"No","No","Gas","Hot Air","Private",1300,54,3,"None",1.5,7,"No","3"
130000,0.15,"No",17,15600,"No","No","Electric","Electric","Public",908,54,2,"None",1,7,"No","2 or fewer"
265000,1,"No",25,21700,"No","No","Electric","Electric","Private",1900,54,3,"None",2,7,"No","3"
185000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2191,54,3,"1",2.5,7,"Yes","3"
130000,0.16,"No",25,15100,"No","Yes","Gas","Hot Air","Public",1080,54,2,"1",1,4,"Yes","2 or fewer"
190000,0.59,"No",15,25000,"No","Yes","Gas","Hot Air","Private",1300,54,3,"1",1.5,5,"Yes","3"
204000,0.4,"No",1,15000,"No","No","Gas","Hot Air","Public",2458,63,4,"1",2.5,10,"Yes","4 or more"
125000,0.35,"No",22,10500,"No","No","Electric","Electric","Public",1040,63,3,"None",1,4,"No","3"
349900,0.44,"No",0,13000,"Yes","No","Gas","Hot Air","Public",2886,63,4,"1",3,12,"Yes","4 or more"
142000,0.14,"No",8,3700,"No","No","Gas","Hot Air","Public",1840,23,3,"None",1,6,"No","3"
132500,0.37,"No",19,13000,"No","No","Electric","Electric","Public",1988,63,2,"None",1,4,"No","2 or fewer"
220000,1,"No",43,22900,"No","No","Oil","Hot Air","Private",672,57,2,"None",1,3,"No","2 or fewer"
160000,1.96,"No",13,18400,"No","No","Oil","Hot Air","Private",1512,57,2,"None",2,4,"No","2 or fewer"
10300,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,54,2,"1",1.5,6,"Yes","2 or fewer"
95000,0.15,"No",19,15700,"No","No","Electric","Electric","Public",912,54,2,"None",1.5,6,"No","2 or fewer"
122055,0.15,"No",17,15000,"No","No","Electric","Electric","Public",1385,54,2,"None",1.5,5,"No","2 or fewer"
149000,0.31,"No",18,27000,"No","No","Gas","Hot Air","Public",1508,54,3,"1",1.5,8,"Yes","3"
115000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,54,2,"None",1.5,5,"No","2 or fewer"
140000,0.15,"No",19,15100,"No","No","Electric","Electric","Public",1628,54,3,"None",2.5,6,"No","3"
137900,0.16,"No",17,15100,"No","No","Electric","Electric","Public",1592,54,3,"None",1.5,5,"No","3"
144000,0.06,"No",54,3600,"No","No","Electric","Electric","Public",1344,54,5,"None",1,7,"No","4 or more"
131600,0.16,"No",17,15100,"No","No","Electric","Electric","Public",1385,54,2,"1",1.5,7,"Yes","2 or fewer"
123500,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,54,2,"None",1.5,4,"No","2 or fewer"
123000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1679,54,2,"None",1.5,4,"No","2 or fewer"
109000,0.15,"No",20,15700,"No","No","Electric","Electric","Public",908,54,2,"None",1,3,"No","2 or fewer"
173000,0.31,"No",16,27000,"No","Yes","Gas","Hot Air","Public",1527,54,2,"1",2,7,"Yes","2 or fewer"
105000,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,54,2,"None",1.5,3,"No","2 or fewer"
122500,0.15,"No",18,15100,"No","No","Electric","Electric","Public",1184,54,2,"None",1.5,3,"No","2 or fewer"
191000,0.46,"No",26,24500,"No","No","Electric","Electric","Public",1719,63,3,"1",1.5,5,"Yes","3"
149000,0.16,"No",19,15100,"No","No","Electric","Electric","Private",1080,54,2,"1",1,5,"Yes","2 or fewer"
205000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2118,54,4,"1",2,10,"Yes","4 or more"
225000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2527,54,3,"None",1.5,8,"No","3"
210000,0.49,"No",15,25000,"No","No","Gas","Hot Air","Private",1592,54,3,"1",1.5,7,"Yes","3"
188900,0.32,"No",18,27000,"No","No","Electric","Electric","Public",1294,54,3,"None",1,4,"No","3"
192000,0.94,"No",33,25200,"No","No","Gas","Hot Water","Private",1974,63,4,"1",2.5,9,"Yes","4 or more"
137500,0.16,"No",17,15700,"No","No","Electric","Electric","Public",988,54,2,"1",2,3,"Yes","2 or fewer"
200000,0.36,"No",20,27000,"No","No","Gas","Hot Air","Public",1508,54,3,"1",2,7,"Yes","3"
126000,0.16,"No",17,15600,"No","No","Electric","Electric","Public",908,54,2,"None",1,4,"No","2 or fewer"
214500,0.35,"No",20,27000,"No","No","Electric","Electric","Public",1910,54,4,"1",2,10,"Yes","4 or more"
152000,0.15,"No",18,15700,"No","No","Electric","Electric","Public",912,54,2,"None",1.5,7,"No","2 or fewer"
115000,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,54,2,"None",1.5,7,"No","2 or fewer"
88000,0.16,"No",19,15700,"No","No","Electric","Electric","Public",988,54,2,"None",2,5,"No","2 or fewer"
170000,0.35,"No",20,27000,"No","No","Electric","Electric","Public",1748,54,2,"None",2,6,"No","2 or fewer"
137000,0.16,"No",18,15700,"No","No","Electric","Electric","Public",912,54,2,"1",1.5,6,"Yes","2 or fewer"
145000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,54,3,"None",1.5,7,"No","3"
202000,0.43,"No",15,25000,"No","No","Gas","Hot Air","Private",1300,54,3,"None",1.5,4,"No","3"
130000,0.15,"No",17,15600,"No","No","Electric","Electric","Public",908,54,2,"None",1,5,"No","2 or fewer"
265000,1,"No",25,21700,"No","No","Electric","Electric","Private",1900,54,3,"None",2,8,"No","3"
185000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2191,54,3,"1",2.5,8,"Yes","3"
130000,0.16,"No",25,15100,"No","Yes","Gas","Hot Air","Public",1080,54,2,"1",1,5,"Yes","2 or fewer"
190000,0.59,"No",15,25000,"No","Yes","Gas","Hot Air","Private",1300,54,3,"1",1.5,5,"Yes","3"
204000,0.4,"No",1,15000,"No","No","Gas","Hot Air","Public",2458,63,4,"1",2.5,11,"Yes","4 or more"
125000,0.35,"No",22,10500,"No","No","Electric","Electric","Public",1040,63,3,"None",1,8,"No","3"
349900,0.44,"No",0,13000,"Yes","No","Gas","Hot Air","Public",2886,63,4,"1",3,11,"Yes","4 or more"
142000,0.14,"No",8,3700,"No","No","Gas","Hot Air","Public",1840,23,3,"None",1,7,"No","3"
132500,0.37,"No",19,13000,"No","No","Electric","Electric","Public",1988,63,2,"None",1,5,"No","2 or fewer"
220000,1,"No",43,22900,"No","No","Oil","Hot Air","Private",672,57,2,"None",1,5,"No","2 or fewer"
160000,1.96,"No",13,18400,"No","No","Oil","Hot Air","Private",1512,57,2,"None",2,6,"No","2 or fewer"
156900,0.28,"No",52,23200,"No","No","Oil","Hot Air","Private",1635,63,4,"None",1.5,5,"No","4 or more"
138000,0.31,"No",39,25100,"No","No","Gas","Hot Air","Public",1672,63,4,"None",1.5,5,"No","4 or more"
166000,0.25,"No",26,29000,"No","Yes","Gas","Hot Air","Public",1892,63,3,"2 or more",2,6,"Yes","3"
195000,0.56,"No",18,30800,"No","No","Gas","Hot Water","Public",1652,63,3,"1",2,6,"Yes","3"
295600,0.6,"No",21,91600,"No","Yes","Gas","Hot Air","Private",2513,63,4,"1",2.5,8,"Yes","4 or more"
460000,0.47,"No",1,14100,"No","Yes","Gas","Hot Air","Public",3336,63,4,"1",3.5,12,"Yes","4 or more"
126000,0.05,"No",17,16000,"No","Yes","Gas","Hot Air","Public",1302,63,2,"1",1.5,4,"Yes","2 or fewer"
220300,0.58,"No",16,38200,"No","Yes","Gas","Hot Air","Public",2006,63,3,"1",2,5,"Yes","3"
175000,0.29,"No",27,22700,"No","Yes","Gas","Hot Air","Public",1836,63,4,"1",1.5,8,"Yes","4 or more"
255000,1,"No",49,69600,"No","No","Oil","Hot Air","Private",1994,60,3,"1",2,9,"Yes","3"
185000,0.5,"No",19,29000,"No","No","Gas","Hot Water","Public",1652,63,3,"1",2,6,"Yes","3"
234000,0.57,"No",8,31100,"No","No","Gas","Hot Air","Public",1888,63,3,"1",2.5,7,"Yes","3"
133500,0.08,"No",19,17200,"No","Yes","Gas","Hot Air","Public",1480,63,3,"1",1.5,5,"Yes","3"
151000,0.2,"No",19,19000,"No","No","Electric","Electric","Public",1234,63,2,"1",2,7,"Yes","2 or fewer"
157500,0.3,"No",31,24500,"No","No","Gas","Hot Air","Public",1778,63,3,"1",1.5,7,"Yes","3"
285000,0.65,"No",23,72000,"No","Yes","Gas","Hot Air","Public",2514,63,5,"1",2.5,10,"Yes","4 or more"
217500,0.56,"No",35,30800,"No","No","Gas","Hot Water","Public",2700,63,4,"1",2.5,10,"Yes","4 or more"
300000,0.7,"No",21,39200,"No","Yes","Gas","Hot Air","Public",2330,63,4,"1",3.5,8,"Yes","4 or more"
161225,0.6,"No",33,32000,"No","No","Gas","Hot Water","Public",2676,63,4,"1",2.5,11,"Yes","4 or more"
217000,2.85,"No",25,54700,"No","Yes","Electric","Electric","Private",2180,60,4,"1",2,8,"Yes","4 or more"
250000,0.47,"No",21,48300,"No","Yes","Gas","Hot Air","Public",2284,63,4,"1",2.5,9,"Yes","4 or more"
124000,0.06,"No",19,16400,"No","No","Electric","Electric","Public",1314,63,2,"None",1.5,6,"No","2 or fewer"
248000,0.41,"No",35,44300,"No","No","Gas","Hot Air","Private",2396,63,4,"1",2.5,11,"Yes","4 or more"
187000,0.57,"No",45,33200,"No","No","Gas","Hot Water","Private",2088,63,4,"1",2,8,"Yes","4 or more"
195000,0.48,"No",39,28200,"No","No","Gas","Hot Water","Public",2310,63,5,"1",2.5,11,"Yes","4 or more"
